pathway	ES	NES	pval	direction	n_genes_in_set	n_genes_after_intersection	padj	log2err	leading_edge	context	target	n_perturbed	n_control	n_genes_ranked	ranking_method	gene_filter	msigdb_collection	display_group	display_name	exact_gs_name	context_target	row_order	selection_tier	selection_reason	pathway_order	partner_context	spearman_rho	sign_agree_fraction	n_pathways
HALLMARK_APOPTOSIS	0.399984586512477	1.03834553964935	0.323606653049314	up	161	158	0.484625668449198	0.0408597348088626	TNFRSF12A;SQSTM1;DDIT3;IGFBP6;SPTAN1;TXNIP;CCND1;GSN;H1F0;TAP1;LMNA;LGALS3;DFFA;RELA;GADD45A;CYLD;CDKN1B;SOD2;GADD45B;BCL2L11;ANXA1;MGMT;BCL10;XIAP;CFLAR;BIRC3;DNAJA1;IRF1;IFITM3;CTNNB1;GPX4;IL6;FAS;CDKN1A;VDAC2;JUN;CASP6;IFNGR1;ENO2	HCC38	NPM1	80	1666	36601	mean_log_expr_perturbed_minus_control	False	H	Cell death / stress	Apoptosis	HALLMARK_APOPTOSIS	HCC38 / NPM1	11	Tier 2	top by NES variance (0.091)	0	HCC1143	0.6072028811524609	0.66	50
HALLMARK_P53_PATHWAY	0.480163259254722	1.27179167890061	0.0249315901489815	up	200	196	0.0890413933892195	0.159153456855406	BTG1;DDIT3;TSC22D1;RPS12;TXNIP;H2AFJ;TM4SF1;RPS27L;DCXR;EPHX1;SLC3A2;TAP1;NINJ1;IP6K2;AK1;PERP;RPL36;TOB1;VAMP8;ITGB4;DNTTIP2;CGRRF1;RPL18;GADD45A;BAK1;S100A4;CTSD;BAIAP2;PLXNB2;NOTCH1;SPHK1;TRAF4;HRAS;TM7SF3;HSPA4L;BLCAP;XPC;CDKN2AIP;ISCU;PPP1R15A;RB1;EPS8L2;NOL8;KLF4;KIF13B;MXD1;TCN2;FAS;FOS;ERCC5;STOM;HIST3H2A;CDKN1A;JUN;TGFB1;OSGIN1;CCP110;ZNF365;IRAK1;WRAP73;DGKA;PITPNC1;SEC61A1;POM121;TP63	HCC38	NPM1	80	1666	36601	mean_log_expr_perturbed_minus_control	False	H	Cell death / stress	P53 Pathway	HALLMARK_P53_PATHWAY	HCC38 / NPM1	11	Tier 2	top by NES variance (0.091)	1	HCC1143	0.6072028811524609	0.66	50
HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.523316804056907	1.38708041654915	0.0051640340218712	up	200	197	0.0232090360513693	0.354819512103747	BTG1;SQSTM1;TSC22D1;PMEPA1;CCND1;NFKBIA;NFE2L2;TAP1;EIF1;KLF10;RELB;NINJ1;INHBA;IFIH1;ZBTB10;RELA;IL6ST;TRIB1;PHLDA1;GADD45A;HES1;SOD2;GADD45B;BIRC2;CEBPD;SPHK1;AREG;IL23A;CFLAR;BIRC3;IL15RA;IRF1;JUNB;DUSP4;PLAUR;JAG1;CXCL6;PNRC1;NFKB1;PPP1R15A;FOSB;NFKB2;BCL3;SGK1;MAP2K3;IER2;IL6;IRS2;EFNA1;KLF4;MXD1;EGR1;FOS;CDKN1A;JUN;TNIP2;MAP3K8;NAMPT;IFNGR2;PDE4B;NFIL3	HCC38	NPM1	80	1666	36601	mean_log_expr_perturbed_minus_control	False	H	Cell death / stress	Tnfa Signaling Via Nfkb	HALLMARK_TNFA_SIGNALING_VIA_NFKB	HCC38 / NPM1	11	Tier 2	top by NES variance (0.091)	2	HCC1143	0.6072028811524609	0.66	50
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.663171491670683	1.61513864530935	0.0007692587951498	up	97	93	0.0048078674696862	0.477270815362862	PSMB8;PSME2;PSME1;TXNIP;IRF2;B2M;PSMB9;HLA-C;ELF1;TAP1;ISG15;IFIH1;CNP;SP110;NCOA7;IRF9;IRF1;STAT2;IFITM3;PARP9;PARP12;TRIM25;IFI35;HERC6;LPAR6;PARP14;OGFR;SLC25A28;EIF2AK2;SAMD9L;GMPR;ISG20;TDRD7;CD47;TRIM14	HCC38	NPM1	80	1666	36601	mean_log_expr_perturbed_minus_control	False	H	Inflammatory / interferon	Interferon Alpha Response	HALLMARK_INTERFERON_ALPHA_RESPONSE	HCC38 / NPM1	11	Tier 2	top by NES variance (0.091)	3	HCC1143	0.6072028811524609	0.66	50
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.574197747125485	1.5237116128078	0.0003884607891772	up	200	198	0.0027747199226947	0.49849310876659	HLA-B;HLA-A;PSMB8;STAT1;BTG1;PSME2;PSME1;TXNIP;IRF2;B2M;PSMB9;NFKBIA;TAP1;ISG15;RBCK1;STAT3;VAMP8;IFIH1;PSMB10;SOD2;SP110;IRF9;TAPBP;IL15RA;MVP;IRF1;STAT2;IFITM3;ARID5B;LYSMD2;PARP12;SRI;NFKB1;NCOA3;TRIM25;IFI35;HERC6;HIF1A;SAMHD1;PARP14;IL6;FAS;OGFR;BPGM;CDKN1A;SLC25A28;EIF2AK2;SAMD9L;PTPN6;NAMPT;PDE4B;ISG20;TDRD7;TRIM14;CASP8;ARL4A;CASP3;PELI1;UBE2L6;PLA2G4A;CASP4;MYD88;SPPL2A	HCC38	NPM1	80	1666	36601	mean_log_expr_perturbed_minus_control	False	H	Inflammatory / interferon	Interferon Gamma Response	HALLMARK_INTERFERON_GAMMA_RESPONSE	HCC38 / NPM1	11	Tier 2	top by NES variance (0.091)	4	HCC1143	0.6072028811524609	0.66	50
HALLMARK_GLYCOLYSIS	-0.472643264435208	-1.17095508974853	0.126491646778043	down	200	198	0.316229116945107	0.0474106087961033	TGFBI;LDHA;EXT1;HSPA5;PLOD2;GNPDA1;UGP2;ME1;PGK1;PYGB;ENO1;PFKP;PMM2;PGAM1;P4HA1;NASP;HS2ST1;SRD5A3;TPI1;SDHC;CDK1;FUT8;ALDOA;SOD1;G6PD;KIF2A;HOMER1;TPST1;STMN1;PLOD1;IER3;NSDHL;B4GALT2;STC2;ALG1;B4GALT1;TALDO1;IDH1;PRPS1;VEGFA;MED24;MET;SLC35A3;P4HA2;SLC25A13;CYB5A;PAXIP1;ALDH9A1;ARPP19;GNE;ZNF292;SLC16A3;CLN6;NANP;KIF20A;DDIT4;CD44;PC;EXT2;ADORA2B;IL13RA1;GUSB;CHST12;B4GALT4;CENPA;SLC25A10;DEPDC1;AK4;TGFA;MPI;QSOX1;NT5E;SDC1;PGM2;CTH;GOT2;TPBG;PDK3;HMMR;RARS;SPAG4;VLDLR;ANGPTL4;GLRX;FBP2;GMPPB;HK2;GYS1	HCC38	NPM1	80	1666	36601	mean_log_expr_perturbed_minus_control	False	H	Metabolic state	Glycolysis	HALLMARK_GLYCOLYSIS	HCC38 / NPM1	11	Tier 2	top by NES variance (0.091)	5	HCC1143	0.6072028811524609	0.66	50
HALLMARK_MTORC1_SIGNALING	-0.714279723329106	-1.76952545945072	7.80103762464036e-07	down	200	196	1.30017293744006e-05	0.659444398037935	CALR;SDF2L1;TFRC;LDHA;HSP90B1;MCM4;EPRS;SQLE;DHFR;ATP2A2;HSPA5;PHGDH;PLOD2;CTSC;GMPS;PSAT1;HSPD1;HPRT1;UNG;ACACA;ME1;ETF1;PGK1;PRDX1;IDI1;RRM2;ENO1;PNO1;RPN1;RPA1;CCNF;FADS1;P4HA1;NUP205;TPI1;ACTR3;GSK3B;DDX39A;ALDOA;EIF2S2;PSMC6;PSPH;TMEM97;BUB1;GPI;GBE1;SLC2A1;HMGCS1;SLC7A5;HSPA4;MCM2;SLC1A5;G6PD;GGA2;UFM1;NUPR1;ACLY;CACYBP;HSPE1;ADIPOR2;RAB1A;PDAP1;PSMC2;ACTR2;NMT1;DHCR24;XBP1;GLA;TOMM40;TBK1;PLK1;WARS;CYP51A1;LDLR;SSR1;IDH1;MTHFD2;UBE2D3;PSMA4;SLC7A11;FADS2;PSMA3;SCD;EBP;PSMD13;PSMD12;PFKL;ELOVL5;RDH11;TXNRD1;SHMT2;IMMT;CCNG1;GAPDH;DDIT4;PSME3;SYTL2;PGM1;CYB5B;LGMN;ELOVL6;POLR3G;HSPA9;PDK1;BHLHE40;EEF1E1;ABCF2;SLC9A3R1;STIP1;SLC6A6;AK4;TUBA4A;USO1	HCC38	NPM1	80	1666	36601	mean_log_expr_perturbed_minus_control	False	H	Metabolic state	Mtorc1 Signaling	HALLMARK_MTORC1_SIGNALING	HCC38 / NPM1	11	Tier 2	top by NES variance (0.091)	6	HCC1143	0.6072028811524609	0.66	50
HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.542028253411711	1.4269675447403	0.0051051051051051	up	200	183	0.0232090360513693	0.354819512103747	ATP6V1G1;IDH3G;SURF1;COX6B1;COX4I1;COX6A1;NDUFV1;NDUFS2;UQCRH;NDUFS8;NDUFS7;NDUFA3;NDUFA8;NDUFB2;ECH1;DECR1;MRPS11;NDUFA7;NDUFB7;NDUFS1;NDUFA1;COX11;TIMM50;COX5B;UQCRC1;NDUFS3;NDUFS6;ACAA1;AIFM1;BDH2;NDUFB8;PHYH;NDUFA6;CYC1;UQCRB;NQO2;HSD17B10;UQCR11;UQCRC2;COX8A;COX5A;IDH3B;MRPS15;ECHS1;MRPS22;NDUFA2;NDUFB3;ETFB;MGST3;COX7A2;MDH1;FH;COX6C;IDH3A;ACADVL;ETFA;TIMM9;OXA1L;SLC25A4;PHB2;SUCLG1;NDUFC2;MDH2;NDUFA9;ECI1;ISCU;FDX1;ATP6V0B;AFG3L2;ACAA2;NNT;HTRA2;GPX4;SDHB;UQCR10;RHOT1;VDAC2;NDUFS4;NDUFA4;ALDH6A1;MRPS30;MRPL34;ATP6V1F;HADHA;COX7A2L;COX7C;SLC25A3;HCCS	HCC38	NPM1	80	1666	36601	mean_log_expr_perturbed_minus_control	False	H	Metabolic state	Oxidative Phosphorylation	HALLMARK_OXIDATIVE_PHOSPHORYLATION	HCC38 / NPM1	11	Tier 2	top by NES variance (0.091)	7	HCC1143	0.6072028811524609	0.66	50
HALLMARK_E2F_TARGETS	-0.840114586340388	-2.0812632654004	1e-10	down	200	196	2.5e-09		TOP2A;H2AFZ;ATAD2;SMC4;HMGB2;TUBB;HMGA1;MKI67;SRSF2;TK1;TFRC;GINS1;CKS1B;PCNA;NUP153;MCM4;PNN;MYBL2;PRIM2;BRCA2;DLGAP5;TMPO;MELK;RANBP1;PTTG1;LMNB1;DEK;STAG1;BIRC5;UBE2S;BARD1;ORC6;KIF4A;H2AFX;UNG;PAICS;ANP32E;RFC3;CSE1L;RRM2;TRA2B;DIAPH3;HELLS;MAD2L1;RPA3;TACC3;TRIP13;CENPE;MSH2;RPA1;DNMT1;MCM6;CDCA8;NOP56;BRCA1;CIT;NUP107;PRDX4;NASP;CENPM;CKS2;NUP205;ILF3;DUT;IPO7;HMGB3;NCAPD2;LBR;CDK1;DDX39A;XRCC6;RAD51AP1;AURKB;SPC25;CDKN3;EZH2;MCM3;TCF19;SLBP;PSMC3IP;ASF1B;LUC7L3;MCM2;NME1;KIF2C;DONSON;XPO1;NAP1L1;CDCA3;KPNA2;MMS22L;POLA2;DCTPP1;PDS5B;KIF18B;UBE2T;HNRNPD;STMN1;SMC6;USP1;RFC1;RAD21;MCM5;PLK1;GINS4;SNRPB;EIF2S1;MTHFD2;SMC1A;PRPS1;SPC24;POLE;SSRP1;WEE1;DCLRE1B;TIMELESS;RAD1;CCNE1;POLD3;PHF5A;RAN;PPM1D;CDK4;RACGAP1;RNASEH2A;PMS2;DSCC1	HCC38	NPM1	80	1666	36601	mean_log_expr_perturbed_minus_control	False	H	Proliferation / cell cycle	E2F Targets	HALLMARK_E2F_TARGETS	HCC38 / NPM1	11	Tier 2	top by NES variance (0.091)	8	HCC1143	0.6072028811524609	0.66	50
HALLMARK_G2M_CHECKPOINT	-0.813684338300575	-2.01266547738295	1e-10	down	200	193	2.5e-09		TOP2A;TPX2;CENPF;H2AFZ;SMC4;HMGA1;MKI67;SRSF2;CKS1B;MT2A;MYBL2;EFNA5;SQLE;PRIM2;BRCA2;CDC7;TMPO;PTTG1;LMNB1;STAG1;PBK;CDC6;BIRC5;UBE2S;PRC1;BARD1;ORC6;KIF4A;H2AFX;DTYMK;RBL1;GINS2;SLC7A1;TFDP1;TRA2B;G3BP1;NUSAP1;MAD2L1;POLQ;HMGN2;TACC3;CENPE;CDC45;FANCC;SMARCC1;SNRPD1;MCM6;CCNF;EXO1;UBE2C;CUL3;CHAF1A;NASP;CKS2;RASAL2;SMC2;NDC80;ILF3;HMGB3;LBR;E2F1;CDK1;DDX39A;NUMA1;AURKB;E2F3;BUB1;DBF4;CDKN3;CBX1;SLC7A5;EZH2;MCM3;CDC27;KIF11;MCM2;RAD23B;KIF2C;CCNA2;XPO1;KPNB1;FOXN3;KPNA2;POLA2;PDS5B;SFPQ;HNRNPD;STMN1;NUP50;DR1;UCK2;RAD21;RPS6KA5;MCM5;PLK1;MEIS2;MARCKS;STIL;SLC12A2;SMC1A;POLE;KIF15;CUL5;BUB3;ABL1;NUP98;KIF23;SLC38A1;KIF20B;HNRNPU;CHMP1A;WRN;CDK4;E2F4;FBXO5;RACGAP1;EGF	HCC38	NPM1	80	1666	36601	mean_log_expr_perturbed_minus_control	False	H	Proliferation / cell cycle	G2M Checkpoint	HALLMARK_G2M_CHECKPOINT	HCC38 / NPM1	11	Tier 2	top by NES variance (0.091)	9	HCC1143	0.6072028811524609	0.66	50
HALLMARK_MYC_TARGETS_V1	-0.663797456854097	-1.64423754127993	3.05917213979536e-05	down	200	197	0.0003059172139795	0.557332238758646	NPM1;H2AFZ;SRSF2;LDHA;PCNA;MCM4;EPRS;PSMD1;RANBP1;DEK;EIF3B;VDAC1;TYMS;RRM1;HSPD1;HPRT1;GLO1;ETF1;PGK1;AP3S1;TFDP1;TRA2B;SNRPD3;G3BP1;MAD2L1;NHP2;CDC45;SMARCC1;SRSF7;SNRPD1;MCM6;XPOT;LSM2;NOP56;HNRNPA1;PTGES3;SRSF3;SF3B3;PRDX4;HNRNPA2B1;RNPS1;DUT;PSMD3;RFC4;XRCC6;EIF2S2;YWHAQ;PSMC6;RSL1D1;CBX3;FBL;APEX1;SNRPA;POLE3;SNRPA1;MCM2;NME1;RAD23B;CCNA2;XPO1;KPNB1;NAP1L1;KPNA2;PSMA2;UBA2;PABPC4;YWHAE;VDAC3;HNRNPD;HSPE1;EIF1AX;USP1;EIF4H;NOP16;HNRNPR;PWP1;IARS;MCM5;UBE2L3;EIF2S1;C1QBP;PPM1G;DHX15;PSMA4;PRDX3;BUB3;PABPC1;DDX21;EIF4A1;SRPK1;HNRNPU;RAN;EEF1B2;CDK4;TARDBP;RPS3	HCC38	NPM1	80	1666	36601	mean_log_expr_perturbed_minus_control	False	H	Proliferation / cell cycle	Myc Targets V1	HALLMARK_MYC_TARGETS_V1	HCC38 / NPM1	11	Tier 2	top by NES variance (0.091)	10	HCC1143	0.6072028811524609	0.66	50
HALLMARK_HYPOXIA	-0.480869140519908	-1.18986942584901	0.106522062100728	down	200	191	0.280321216054547	0.0519305727398163	CAV1;TGFBI;LDHA;MT2A;PRKCA;EXT1;HSPA5;KLF6;UGP2;PGK1;ENO1;TPD52;PFKP;P4HA1;NEDD4L;TPI1;ALDOA;GPI;SLC25A1;GBE1;SLC2A1;MYH9;RBPJ;IER3;SCARB1;FOXO3;F3;STC2;VEGFA;KDM3A;ANXA2;P4HA2;HK1;PFKL;AKAP12;BNIP3L;ZNF292;GAPDH;DDIT4;PGM1;FOSL2;ADORA2B;PDK1;BHLHE40;ETS1;NR3C1;ERRFI1;SLC6A6;AK4;NDST1	HCC38	NPM1	80	1666	36601	mean_log_expr_perturbed_minus_control	False	H	Proteostasis / stress	Hypoxia	HALLMARK_HYPOXIA	HCC38 / NPM1	11	Tier 2	top by NES variance (0.091)	11	HCC1143	0.6072028811524609	0.66	50
HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY	-0.404401789837582	-0.833959509069024	0.755479452054795	down	49	46	0.786957762557078	0.0162381890530244	GCLM;PRDX1;PFKP;PRDX4;SOD1;CAT;G6PD;PDLIM1;GPX3;MSRA;HMOX2;SCAF4;PRNP;TXNRD1	HCC38	NPM1	80	1666	36601	mean_log_expr_perturbed_minus_control	False	H	Proteostasis / stress	Reactive Oxigen Species Pathway	HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY	HCC38 / NPM1	11	Tier 2	top by NES variance (0.091)	12	HCC1143	0.6072028811524609	0.66	50
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	-0.684108112567527	-1.59721343898258	0.0002497013044647	down	113	109	0.0020808442038727	0.49849310876659	NPM1;CALR;EIF4G1;EIF4EBP1;HSP90B1;CKS1B;HSPA5;PSAT1;H2AFX;HERPUD1;NHP2;FUS;XPOT;NOP56;RPS14;PDIA6;CNOT6;EIF4A3;YWHAZ;SLC7A5;KHSRP;EEF2;SEC31A;CNOT4;IARS;GOSR2;XBP1;STC2;CXXC1;TARS;IMP3;BAG3;SPCS3;FKBP14;EIF2S1;SSR1;ALDH18A1;MTHFD2;VEGFA;NFYB;ATF4;TUBB2A;EIF4A1;EXOSC5;SLC30A5;DDIT4;TTC37;LSM4	HCC38	NPM1	80	1666	36601	mean_log_expr_perturbed_minus_control	False	H	Proteostasis / stress	Unfolded Protein Response	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	HCC38 / NPM1	11	Tier 2	top by NES variance (0.091)	13	HCC1143	0.6072028811524609	0.66	50
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-0.451706864956305	-1.1183341276734	0.199403430275914	down	200	195	0.402558273000177	0.0367314785613611	VIM;TGFBI;PLOD2;PFN2;LOXL2;CALU;SLIT2;CALD1;MYLK;TPM4;MEST;COL4A1;SAT1;LAMA3;DST;COL4A2;COL12A1;TPM2;SCG2;PLOD1;GLIPR1;DKK1;CDH2;FLNA;ANPEP;COL1A1;CDH11;VEGFC;FERMT2;PCOLCE2;ITGB5;VEGFA;FAP;SERPINE2;PPIB;PTX3	HCC38	NPM1	80	1666	36601	mean_log_expr_perturbed_minus_control	False	H	State remodeling	Epithelial Mesenchymal Transition	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HCC38 / NPM1	11	Tier 2	top by NES variance (0.091)	14	HCC1143	0.6072028811524609	0.66	50
HALLMARK_APOPTOSIS	-0.379484028034323	-0.922105945718713	0.647652308886302	down	161	158	0.772387812701221	0.0144085686267123	DFFA;HSPB1;SOD1;LGALS3;TSPO;ANXA1;BID;GPX4;BNIP3L;TNFRSF12A;MGMT;ADD1;BCAP31;LMNA;ETF1;EBP;BRCA1;IGF2R;CREBBP;PPT1;GSN;FDXR;DNAJC3;DNAJA1;TXNIP;ERBB2;TIMP1;EMP1;APP;IGFBP6;CTNNB1;SAT1;HMOX1;MADD;DAP3	HCC38	PEX14	439	1666	36601	mean_log_expr_perturbed_minus_control	False	H	Cell death / stress	Apoptosis	HALLMARK_APOPTOSIS	HCC38 / PEX14	12	Tier 2	top by NES variance (0.071)	0	HCC1143	0.3236974789915966	0.62	50
HALLMARK_P53_PATHWAY	-0.496138267022683	-1.22751424329891	0.0743132042030637	down	200	196	0.247710680676879	0.0577985195763119	VAMP8;DCXR;SFN;SERPINB5;HINT1;TM4SF1;H2AFJ;S100A10;IRAK1;TSC22D1;RPL18;NUPR1;LDHB;PCNA;PERP;HIST3H2A;UPP1;TRIB3;BLCAP;RPS12;XPC;RHBDF2;RPL36;ADA;SESN1;OSGIN1;ISCU;S100A4;CTSD;ZMAT3;PPP1R15A;ITGB4;AK1;TM7SF3;RAB40C;FDXR;POM121;PMM1;IFI30;TXNIP;PRKAB1;RB1;EPS8L2;NUDT15;FOXO3;EI24;TAX1BP3;APP;ZNF365;SLC3A2;HDAC3;PVT1;PROCR;SAT1;PRMT2;TRAFD1;HMOX1;SPHK1;PHLDA3;DDIT4;MKNK2;RAD51C;DGKA;NDRG1;CCNG1	HCC38	PEX14	439	1666	36601	mean_log_expr_perturbed_minus_control	False	H	Cell death / stress	P53 Pathway	HALLMARK_P53_PATHWAY	HCC38 / PEX14	12	Tier 2	top by NES variance (0.071)	1	HCC1143	0.3236974789915966	0.62	50
HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.375821903058136	1.05536932621718	0.253427895981087	up	200	197	0.452549814251942	0.0606518687881186	BTG3;MARCKS;B4GALT5;PLK2;IFNGR2;FOSL2;B4GALT1;GADD45A;PLAU;NAMPT;BHLHE40;INHBA;FOSB;NFAT5;F3;TANK;PMEPA1;GFPT2;RELA;FOS;EGR1;TNFAIP6;IRF1;IL15RA;IER2;NFE2L2;HES1;G0S2;IL7R;MXD1;PDE4B;CCND1;FOSL1;SGK1;DNAJB4;BCL3;DUSP4;LDLR;CSF1;NINJ1;ATF3;GADD45B;SDC4;EFNA1;FJX1;MAFF;CLCF1;CFLAR;PTPRE;BTG1;KDM6B;MYC;ICAM1;RHOB;NFKBIE;EGR3;STAT5A;TIPARP;REL;ID2;BTG2;EDN1;SOCS3	HCC38	PEX14	439	1666	36601	mean_log_expr_perturbed_minus_control	False	H	Cell death / stress	Tnfa Signaling Via Nfkb	HALLMARK_TNFA_SIGNALING_VIA_NFKB	HCC38 / PEX14	12	Tier 2	top by NES variance (0.071)	2	HCC1143	0.3236974789915966	0.62	50
HALLMARK_INTERFERON_ALPHA_RESPONSE	-0.548404073521149	-1.26202452279243	0.0845896147403685	down	97	93	0.255538167904406	0.0568270285718809	ISG15;PSME2;PSMA3;LAP3;B2M;PSME1;WARS;HLA-C;PSMB9;IFI35;NMI;NUB1;RIPK2;TDRD7;HERC6;IFI30;IRF9;TXNIP;GMPR;CD47;PNPT1;PLSCR1;IFIH1;PROCR;TRAFD1;SP110;OGFR;MX1	HCC38	PEX14	439	1666	36601	mean_log_expr_perturbed_minus_control	False	H	Inflammatory / interferon	Interferon Alpha Response	HALLMARK_INTERFERON_ALPHA_RESPONSE	HCC38 / PEX14	12	Tier 2	top by NES variance (0.071)	3	HCC1143	0.3236974789915966	0.62	50
HALLMARK_INTERFERON_GAMMA_RESPONSE	-0.443747462987402	-1.09839467482941	0.241143724696356	down	200	198	0.446562453141401	0.0297349782893663	ISG15;PSME2;PSMA3;VAMP8;LAP3;PSMA2;B2M;PSME1;WARS;PFKP;PTPN2;SRI;UPP1;NFKBIA;MVP;NFKB1;PSMB9;IFI35;NMI;RIPK2;TDRD7;RAPGEF6;SSPN;STAT3;HERC6;IFI30;RBCK1;IRF9;ZNFX1;JAK2;TXNIP;SPPL2A;RNF213;ARID5B;HLA-A;PNPT1;PLSCR1;IFIH1;CFB;TRAFD1;MTHFD2	HCC38	PEX14	439	1666	36601	mean_log_expr_perturbed_minus_control	False	H	Inflammatory / interferon	Interferon Gamma Response	HALLMARK_INTERFERON_GAMMA_RESPONSE	HCC38 / PEX14	12	Tier 2	top by NES variance (0.071)	4	HCC1143	0.3236974789915966	0.62	50
HALLMARK_GLYCOLYSIS	-0.565293405953618	-1.39925367152637	0.006325910931174	down	200	198	0.0395369433198381	0.204544131818546	ENO1;DSC2;LDHA;SOD1;TPI1;MIF;EXT1;PPIA;POLR3K;CLDN3;ARTN;TXN;PAM;MDH2;GOT2;COPB2;PSMC4;UGP2;B3GAT3;SOX9;B4GALT2;NOL3;PFKP;NASP;MDH1;AK3;PLOD2;MPI;PGK1;SLC25A13;ME1;G6PD;GNE;TALDO1;EXT2;PGM2;SRD5A3;AGRN;GUSB;GFPT1;KDELR3;PLOD1;P4HA2;STMN1;PGLS;GALK2;ALDH7A1;RBCK1;FKBP4;ALDOA;ANKZF1;RPE;HDLBP;CHPF2;GYS1;GALK1;DLD;EGLN3;PMM2;GPC1;SPAG4;ECD;MED24	HCC38	PEX14	439	1666	36601	mean_log_expr_perturbed_minus_control	False	H	Metabolic state	Glycolysis	HALLMARK_GLYCOLYSIS	HCC38 / PEX14	12	Tier 2	top by NES variance (0.071)	5	HCC1143	0.3236974789915966	0.62	50
HALLMARK_MTORC1_SIGNALING	-0.532946242772827	-1.31858223281611	0.0240536776807191	down	200	196	0.109334898548723	0.103804265291514	ENO1;LDHA;PRDX1;PPA1;PSMB5;CACYBP;TPI1;TUBG1;PSMA3;PPIA;CCT6A;PSMC2;PSMD12;PSMC6;EIF2S2;GAPDH;COPS5;EEF1E1;EPRS;TFRC;PITPNB;HSPA9;PSMC4;IMMT;NUPR1;PDAP1;WARS;SORD;PSMA4;PLOD2;GGA2;RAB1A;PSAT1;PGK1;MCM4;TOMM40;M6PR;PFKL;ME1;G6PD;HSPD1;PGM1;SRD5A1;TRIB3;PSMD13;ETF1;GMPS;ATP6V1D;EBP;PSMG1;DDX39A;PSMD14;UCHL5;PPP1R15A;HPRT1;FDXR;IFI30;ACACA;USO1;ALDOA;GBE1;UBE2D3;GLA;SEC11A;LTA4H;EGLN3;POLR3G;HSPA4;MTHFD2;DHFR;UNG;HMBS;PDK1;DDIT4;PSME3;SYTL2;SLC37A4;SDF2L1;CCNG1;MTHFD2L;CD9	HCC38	PEX14	439	1666	36601	mean_log_expr_perturbed_minus_control	False	H	Metabolic state	Mtorc1 Signaling	HALLMARK_MTORC1_SIGNALING	HCC38 / PEX14	12	Tier 2	top by NES variance (0.071)	6	HCC1143	0.3236974789915966	0.62	50
HALLMARK_OXIDATIVE_PHOSPHORYLATION	-0.742880576934827	-1.82755120858525	3.15374958973478e-09	down	200	183	7.88437397433695e-08	0.774939030136436	COX5B;TIMM13;ECHS1;COX7C;LDHA;NDUFB7;UQCRC2;UQCR10;COX6A1;MGST3;SLC25A3;ETFB;AFG3L2;COX6C;SLC25A5;NDUFB8;NDUFB1;COX4I1;UQCRB;UQCRFS1;ECI1;NDUFB4;ACAT1;LRPPRC;COX7B;HADHA;GPX4;NDUFV2;FH;ATP6V1F;NDUFS7;CYCS;MRPL34;ECH1;MRPS15;COX5A;NDUFAB1;MDH2;ATP6V1G1;VDAC1;SDHB;GOT2;VDAC3;HSPA9;IDH3B;UQCRC1;IMMT;COX6B1;HSD17B10;ATP6V1C1;UQCR11;NDUFV1;LDHB;ACADVL;NDUFC2;TIMM10;GRPEL1;MDH1;SUCLG1;MRPL35;ATP6V0B;DECR1;PDHB;NDUFB2;NDUFA1;NDUFC1;IDH2;NDUFS3;TIMM9;UQCRQ;ATP6V1D;MRPS12;TOMM22;DLAT;ISCU;SURF1;NDUFA7;MRPS11;NDUFB6;CYB5R3;POR;BCKDHA;COX7A2;MTRF1;PMPCA;NDUFA2;NDUFS8;AIFM1;IDH3G;FXN;ACAA2;NDUFA3;SLC25A6	HCC38	PEX14	439	1666	36601	mean_log_expr_perturbed_minus_control	False	H	Metabolic state	Oxidative Phosphorylation	HALLMARK_OXIDATIVE_PHOSPHORYLATION	HCC38 / PEX14	12	Tier 2	top by NES variance (0.071)	7	HCC1143	0.3236974789915966	0.62	50
