context	contrast_id	positive_category	negative_category	claim_role	included	reason	n_genes	n_targets_positive	n_targets_negative	panel	pathway	ES	NES	pval	padj	log2err	size	n_genes_in_set	direction	leading_edge	collection	ranking_method	claim_boundary	padj_within_context_contrast	endpoint_category	n_category_targets	n_universe_targets	n_pathway_targets_in_universe	n_overlap	overlap_targets	pvalue	artifact	path	size_bytes	sha256
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Triglyceride Metabolic Process (GO:0006641)	-0.447256600877009	-0.848340632491442	0.72884797617436	0.931240335752626	0.0133601476968131	48.0	50.0	down	CAV1;GPAT3;LPIN2;PLAAT3;APOC1;LPGAT1;GK5;DGAT1;GPAM;LIPG;PNPLA3	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.9312403357526252											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Tube Closure (GO:0060606)	-0.616060293107338	-1.09216506547025	0.361450986037138	0.847998700310344	0.0249186479301224	29.0	29.0	down	GRHL2;MTHFD1L;MTHFD1;PRICKLE1;CELSR1;SCRIB;PLXNB2;PHACTR4;IFT122;SKI;TSC2;DLC1	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.8479987003103434											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Tumor Necrosis Factor-Mediated Signaling Pathway (GO:0033209)	0.509537526793316	1.04792409760201	0.363295880149813	0.847998700310344	0.0417547808135487	34.0	34.0	up	TMSB4X;TNF;RELA;TXNDC17;NFKBIA;TRADD;TANK;COMMD7;RRAGA;CHUK;BIRC3	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.8479987003103434											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Type B Pancreatic Cell Differentiation (GO:0003309)	-0.514699918442497	-0.775992330505452	0.786619605326488	0.93223368893994	0.0147114267923856	10.0	10.0	down	CDK6;CDH2;BMP6;BMP5	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.9322336889399404											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Type I Interferon-Mediated Signaling Pathway (GO:0060337)	-0.723782463578304	-1.35246118032636	0.0564816090370574	0.673517045957492	0.0698181861471991	42.0	42.0	down	IFI27;STAT1;MAVS;IRAK1;HDAC4;SIN3A;TRAF3;OAS3;JAK1;TYK2;TBK1;STAT2;OAS2	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.6735170459574918											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Type II Interferon-Mediated Signaling Pathway (GO:0060333)	-0.480464105269026	-0.724376374296204	0.843574522701749	0.943649285764548	0.0137025249755203	10.0	10.0	down	STAT1;IFNGR2;JAK1;TYK2	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.9436492857645492											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Tyrosine Metabolic Process (GO:0006570)	-0.502172672956857	-0.775081665720342	0.79494822717289	0.93223368893994	0.0142366965957834	12.0	12.0	down	FAH;TH;HPD;THAP4;TTC36;IL4I1;TYR;DCT	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.9322336889399404											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	U2-type Prespliceosome Assembly (GO:1903241)	-0.548742846882946	-0.938841493729288	0.580725358291898	0.911549171120745	0.0177786891235732	23.0	23.0	down	SNRPA1;SF3B1;SNRPD3;HTATSF1;SF3B3;SNRPE;DDX46;SNRPF;SNRPB;SF3A3;SF3B2;SNRPD2	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.9115491711207448											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	UDP-N-acetylglucosamine Metabolic Process (GO:0006047)	-0.509289766830838	-0.767835662887895	0.794320551901171	0.93223368893994	0.0145708483176117	10.0	10.0	down	UAP1;NAGK;GFPT2;GNPDA2	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.9322336889399404											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	UV-damage Excision Repair (GO:0070914)	-0.667041264568363	-1.0163527065455	0.509463973278193	0.899461313788163	0.021018885784854	11.0	12.0	down	POLA1;CUL4B;DDB2;POLD3;INO80	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.8994613137881625											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Ub-dep Prot Cat Proc via Multivsiclr Bdy Sorting Pway (GO:0043162)	0.670574027468947	1.37067711637598	0.075	0.673928248316492	0.0951997347571879	32.0	33.0	up	CHMP4C;VPS4B;CHMP5;TSG101;CHMP1B;VPS4A;UBAP1;HGS;STAM;CHMP4B;VPS37A;VPS36;VPS28;VPS37B	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.6739282483164922											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Ubiquinone Biosynthetic Process (GO:0006744)	-0.587477030613646	-0.928146571483559	0.606961342984753	0.913839536115416	0.0178905761237644	14.0	14.0	down	COQ4;PDSS2;PDSS1;COQ3;RTN4IP1;COQ9;COQ8A	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.9138395361154168											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Ubiquinone Metabolic Process (GO:0006743)	-0.607569490633418	-0.979784438507569	0.535339717282262	0.906771655476259	0.0195683326867788	16.0	16.0	down	COQ4;PDSS2;PDSS1;COQ2;COQ3;RTN4IP1;COQ9;COQ8A	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.90677165547626											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Ubiquitin-Dependent Protein Catabolic Process (GO:0006511)	-0.43693496445432	-0.989464361374306	0.534876543209877	0.906771655476259	0.0138655063598034	447.0	455.0	down	FAF1;RNF213;ITCH;PSMA1;SMURF2;VCP;TTC3;PSMD1;IFI27;PSMB1;RAD23B;PSMD2;PSMB9;HERC4;PSMC5;MDM2;DTL;SMURF1;PSMB7;PSMC1;STUB1;TRIM25;UBR5;PSMD12;AMBRA1;PSMD14;RFFL;CLOCK;PSMD11;FBXO22;UBE4B;RNF168;PSMB5;MTA1;UBE3C;TRIM28;PSMA5;RNF216;PSMA4;KIF14;WWP1;TRPC4AP;PSMB3;TRIM2;ZNRF1;ARRDC1;CUL5;ANKRD9;UHRF1;CUL3;UBR3;FBXL17;UBE2L6;UBA1;UBE3A;CSNK1A1;PSMD3;COPS3;CUL4A;HECW2;SKP1;NPLOC4;PSMB8;TBL1XR1;KEAP1;FBXW7;FBXW5;APPBP2;PSMC3;RNF130;SPOPL;WWP2;RHOBTB3;KLHL29;HUWE1;PCBP2;RNF20;UBQLN1;FBXW4;UBE2G1;RNF126;HERC6;FBXO9;USP33;UBE2L3;PSMB4;KLHL5;ANKIB1;PTPN23;UBL4A;ATE1;TRIP12;RC3H2;PSMA2;ARIH2;ZNRF3;KLHL12;KLHL22;PPP2R5C;FBXO21;DCAF1;FBXO11;GAN;RNF217;CUL1;AGAP3;PSMA3;UBE2I;BTRC;MIB1;IPP;CHMP2A;KLHL23;UBR4;PSMD9;USP28;BAG6;ARRB1;NSFL1C;HACE1;TNFAIP1;RNF34;ARMC8;FBXO10;RNF13;PEX10;RNF8;SYVN1;PSMD4;USP9X;RNF185;RNF215;NUB1;RNF149;UBE2R2;ERCC8;PSMB2	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.90677165547626											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Ubiquitin-Dependent Protein Catabolic Process via the C-end Degron Rule Pathway (GO:0140627)	-0.631572801427869	-0.95219686753967	0.594256377346382	0.912297497986542	0.0188115400720902	10.0	10.0	down	TRPC4AP;CUL4A;KLHDC10;KLHDC3;DCAF12	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.9122974979865418											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Unsaturated Fatty Acid Biosynthetic Process (GO:0006636)	-0.790533605176653	-1.26334199036759	0.150473571646807	0.762643171181895	0.0436578910223929	15.0	15.0	down	PTGES3;PTGES2;CBR1;TBXAS1	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.7626431711818937											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Unsaturated Fatty Acid Metabolic Process (GO:0033559)	-0.368743032698476	-0.703359138843841	0.9418902521235	0.967795435590001	0.0094778229319872	50.0	53.0	down	GPX4;GSTP1;ABHD12;PTGR1;SYCP2;FADS2;SCD;ACAA1;SCD5	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.9677954355900008											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Urate Metabolic Process (GO:0046415)	-0.626725967471258	-0.954925380386986	0.587561635120089	0.911723340629389	0.0188519397752642	11.0	11.0	down	CARMIL1	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.9117233406293884											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Ureteric Bud Development (GO:0001657)	-0.53907272285012	-0.885556064880399	0.65355749024317	0.926196646181963	0.016430595340031	18.0	18.0	down	SLIT2;PRKD2;SIX1	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.9261966461819636											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Ureteric Bud Morphogenesis (GO:0060675)	-0.431450389505356	-0.70876060487985	0.88081657160012	0.954665862454346	0.0121079281283059	18.0	18.0	down	PRKD2;SIX1;FGF13	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.9546658624543464											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	V(D)J Recombination (GO:0033151)	-0.880104282624088	-1.35840265733156	0.0381236272356448	0.59940374028257	0.0915140765993025	12.0	12.0	down	PRKDC;HMGB1;HMGB2;TCF7L1;LRIG3;DCAF1	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.5994037402825697											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Vacuolar Acidification (GO:0007035)	0.766786233438647	1.53891175984664	0.0170212765957447	0.468594322344322	0.200513180400413	29.0	31.0	up	ATP6V0E1;RNASEK;ATP6V0C;ATP6V1F;ATP6V0B;LAMP2;ATP6AP2;ATP6V1D;CLN5;TMEM9;GRN;LAMP1	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.4685943223443234											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Vacuolar Transport (GO:0007034)	-0.662794976246326	-1.22278315367091	0.170073703240161	0.787336303449994	0.0386577899933456	38.0	39.0	down	HSPA1A;VPS53;VPS13D;VTI1B;AP3D1;VPS8;VPS13C;IGF2R;M6PR;VPS13A;ATP6V0D1;CLEC16A;VTI1A;VPS54;VPS51;UBE2Z;NEDD4;VPS41	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.7873363034499918											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Vascular Endothelial Cell Response to Fluid Shear Stress (GO:0097699)	-0.862545606262069	-1.33130160453554	0.0630687166614371	0.673928248316492	0.0705397288527552	12.0	12.0	down	PTK2;PRKCA;PKN2;AKT1;MTOR;CAPN2;GNAS;PRKACB	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.6739282483164922											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Vascular Endothelial Growth Factor Receptor Signaling Pathway (GO:0048010)	-0.570731895545609	-1.01180589795928	0.47387361450986	0.891657794057794	0.0205966052597535	29.0	29.0	down	PTK2;NRP1;PKN2;VAV2;MAPK14;BCAR1;PRKD2;PRKD1;VEGFC;MAPKAPK2;VEGFB;FLT4;PGF;PDCD6	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.891657794057795											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Vascular Endothelial Growth Factor Signaling Pathway (GO:0038084)	-0.603194615938854	-0.952978560091444	0.57415678422917	0.909242734409411	0.0187151148924861	14.0	14.0	down	MYO1E;NRP1;PIGU;VEGFC;VEGFB;FLT4;PGF	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.9092427344094106											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Vascular Process in Circulatory System (GO:0003018)	-0.63021510302163	-0.972709584008145	0.561970505177283	0.907326197204963	0.0193136737015398	12.0	12.0	down	ROCK2;GCLM;ROCK1;ITGB1BP1;ADCY6	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.9073261972049632											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Vascular Transport (GO:0010232)	-0.569368324804225	-1.15154735222931	0.220723559813438	0.808022243341931	0.0313191229317188	83.0	84.0	down	SLCO3A1;SLC7A5;SLC16A1;SLC19A1;ABCC1;SLC44A1;ABCC3;ABCC5;TFRC;SLC16A7;SLC16A2;SLC5A3;SLC6A9;SLC12A2;ATP2B4;ABCC4;SLC1A3;SLC27A4;SLC6A6;LRP3;SLC29A2;SLC2A10;SLC2A1;SLC6A17;SLC27A1	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.8080222433419322											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Vasculature Development (GO:0001944)	-0.68338204542643	-1.13244913428702	0.324809331538807	0.834220689470763	0.0273928302787928	19.0	19.0	down	QKI;FBXW7;ERRFI1;STK11;BMP2;FLT4	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.8342206894707639											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Vasculogenesis (GO:0001570)	-0.767411061581326	-1.38610813723205	0.0352222695639824	0.586317874015537	0.0905617673660515	33.0	33.0	down	CAV1;TGFBR2;NRP1;RTN4;GLMN;WNT7B;SPRED1;TGFBR3;ITGB8;SYNGAP1;ENG;AGGF1	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.5863178740155373											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Vasodilation (GO:0042311)	0.625268889564456	1.16822070069005	0.249846153846154	0.819824396180181	0.0485460071652527	21.0	21.0	up	SOD2;PECAM1;SRC;NANOS1;ADRB2	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.8198243961801822											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Ventricular Cardiac Muscle Cell Action Potential (GO:0086005)	-0.615389801362715	-0.999971032960895	0.507717917675545	0.899461313788163	0.0203062603431883	17.0	17.0	down	DLG1;SNTA1;PKP2;GPD1L	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.8994613137881625											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Ventricular Cardiac Muscle Tissue Development (GO:0003229)	0.385549119023289	0.742208609299247	0.875747090279962	0.952979180264566	0.0232298506978187	24.0	24.0	up	FKBP1A;DSG2	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.9529791802645656											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Ventricular Cardiac Muscle Tissue Morphogenesis (GO:0055010)	-0.369025867331734	-0.66653946387431	0.952279505752024	0.971319813898258	0.0101151909352812	33.0	33.0	down	TPM1;BMPR1A;TGFBR3;ENG;NRG1;PKP2;NOTCH1;SMAD7;TGFB2	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.9713198138982576											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Ventricular Septum Development (GO:0003281)	0.430304420933564	0.901511736484548	0.606991525423729	0.913839536115416	0.0316706166401607	37.0	38.0	up	CITED2;SOX4;ZFPM1;SMAD4;GATA3;HEY1;NOG	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.9138395361154168											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Ventricular Septum Morphogenesis (GO:0060412)	0.474537867101979	0.938490921321318	0.532643826761474	0.906666962463915	0.032484202040503	27.0	28.0	up	CITED2;SOX4;ZFPM1;SMAD4;HEY1;NOG;BMP4	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.9066669624639144											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Very Long-Chain Fatty Acid Biosynthetic Process (GO:0042761)	0.442834345891978	0.735655681695825	0.818632855567806	0.934791513927222	0.0221988544240694	12.0	12.0	up	HACD3;HACD2;ELOVL4;HACD1;ELOVL2	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.934791513927222											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Very Long-Chain Fatty Acid Metabolic Process (GO:0000038)	-0.373152836375694	-0.664609673382782	0.951976994967649	0.971319813898258	0.0103080528416506	30.0	30.0	down	TECR;ELOVL6;SLC27A5;ELOVL7;ABCD3;PEX2;ACAA1;ACSL1;ACOT2;ACOT4;ACOX2	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.9713198138982576											
